1,350
2,351
3,351
4,351
5,351
6,351
7,352
8,351
9,352
10,350
11,351
12,351
13,350
14,350
15,351
16,350
17,350
18,350
19,350
20,352
21,351
22,352
23,352
24,350
25,351
26,351
27,351
28,351
29,351
30,352
31,352
32,351
33,351
34,351
35,351
36,351
37,351
38,351
39,351
40,352
41,351
42,351
43,351
44,351
45,352
46,352
47,350
48,352
49,352
50,351
51,352
52,351
53,353
54,352
55,352
56,351
57,352
58,352
59,352
60,352
61,351
62,350
63,352
64,352
65,352
66,353
67,352
68,352
69,352
70,352
71,352
72,353
73,353
74,353
75,352
76,352
77,352
78,352
79,353
80,353
81,353
82,354
83,353
84,353
85,354
86,353
87,353
88,353
89,354
90,353
91,354
92,354
93,353
94,353
95,353
96,353
97,353
98,353
99,353
