1,394
2,396
3,395
4,395
5,396
6,395
7,396
8,397
9,396
10,396
11,396
12,396
13,397
14,395
15,396
16,398
17,396
18,398
19,396
20,397
21,395
22,396
23,397
24,395
25,395
26,396
27,395
28,395
29,395
30,396
31,396
32,396
33,396
34,396
35,396
36,396
37,395
38,395
39,395
40,396
41,395
42,395
43,396
44,395
45,396
46,396
47,396
48,397
49,397
50,396
51,396
52,395
53,397
54,395
55,397
56,397
57,396
58,395
59,397
60,396
61,397
62,396
63,396
64,396
65,396
66,396
67,397
68,396
69,397
70,395
71,397
72,395
73,396
74,396
75,395
76,395
77,397
78,397
79,395
80,397
81,396
82,397
83,397
84,396
85,396
86,396
87,396
88,395
89,396
90,397
91,395
92,397
93,395
94,396
95,396
96,396
97,397
98,397
99,396
