1,151
2,152
3,152
4,151
5,151
6,152
7,152
8,151
9,151
10,152
11,152
12,152
13,152
14,151
15,152
16,151
17,151
18,152
19,153
20,152
21,152
22,151
23,152
24,152
25,152
26,152
27,153
28,152
29,152
30,152
31,152
32,152
33,152
34,152
35,153
36,153
37,152
38,153
39,152
40,153
41,153
42,154
43,153
44,154
45,153
46,153
47,152
48,153
49,153
50,153
51,154
52,153
53,153
54,153
55,153
56,153
57,153
58,154
59,154
60,153
61,153
62,153
63,154
64,153
65,153
66,153
67,154
68,153
69,153
70,153
71,153
72,153
73,152
74,153
75,153
76,153
77,153
78,154
79,154
80,153
81,153
82,153
83,153
84,153
85,152
86,153
87,153
88,153
89,152
90,153
91,154
92,153
93,153
94,153
95,152
96,153
97,152
98,153
99,153
