1,65
2,67
3,68
4,69
5,69
6,69
7,68
8,68
9,68
10,69
11,69
12,70
13,71
14,72
15,70
16,71
17,71
18,70
19,69
20,69
21,70
22,69
23,70
24,68
25,69
26,70
27,68
28,69
29,68
30,69
31,69
32,69
33,68
34,69
35,68
36,68
37,68
38,68
39,68
40,69
41,68
42,68
43,68
44,67
45,67
46,67
47,68
48,68
49,68
50,68
51,68
52,68
53,68
54,68
55,66
56,67
57,67
58,67
59,67
60,67
61,66
62,67
63,67
64,66
65,67
66,66
67,66
68,66
69,67
70,67
71,66
72,66
73,67
74,67
75,68
76,67
77,66
78,66
79,67
80,67
81,67
82,66
83,67
84,67
85,67
86,67
87,67
88,68
89,67
90,68
91,68
92,68
93,68
94,68
95,69
96,68
97,69
98,68
99,68
