1,713
2,714
3,716
4,716
5,717
6,716
7,717
8,717
9,718
10,716
11,717
12,716
13,717
14,718
15,716
16,718
17,721
18,722
19,718
20,717
21,717
22,719
23,718
24,718
25,719
26,719
27,719
28,719
29,719
30,717
31,718
32,720
33,719
34,717
35,720
36,718
37,719
38,718
39,719
40,721
41,718
42,720
43,719
44,718
45,720
46,718
47,720
48,718
49,720
50,720
51,717
52,718
53,717
54,720
55,719
56,718
57,718
58,719
59,721
60,719
61,717
62,719
63,721
64,719
65,718
66,721
67,721
68,719
69,720
70,720
71,719
72,719
73,718
74,719
75,717
76,720
77,719
78,717
79,721
80,719
81,721
82,720
83,721
84,721
85,719
86,718
87,718
88,722
89,720
90,718
91,719
92,719
93,719
94,720
95,721
96,719
97,720
98,717
99,721
