1,495
2,494
3,493
4,495
5,495
6,495
7,495
8,496
9,497
10,495
11,494
12,497
13,497
14,496
15,496
16,497
17,496
18,498
19,496
20,496
21,495
22,496
23,497
24,496
25,497
26,497
27,496
28,497
29,496
30,498
31,496
32,497
33,496
34,496
35,497
36,496
37,497
38,495
39,497
40,496
41,496
42,497
43,497
44,497
45,497
46,497
47,495
48,496
49,496
50,496
51,495
52,496
53,497
54,497
55,498
56,496
57,497
58,497
59,499
60,495
61,497
62,496
63,497
64,497
65,496
66,496
67,498
68,498
69,497
70,497
71,497
72,499
73,496
74,498
75,497
76,498
77,498
78,497
79,496
80,498
81,496
82,495
83,497
84,497
85,497
86,497
87,498
88,497
89,498
90,497
91,496
92,499
93,498
94,498
95,497
96,498
97,497
98,496
99,497
