1,781
2,781
3,783
4,782
5,778
6,772
7,767
8,762
9,761
10,767
11,773
12,776
13,769
14,765
15,769
16,769
17,798
18,808
19,807
20,805
21,806
22,809
23,805
24,804
25,806
26,805
27,807
28,807
29,807
30,806
31,808
32,806
33,808
34,806
35,808
36,805
37,808
38,808
39,807
40,807
41,809
42,807
43,809
44,808
45,808
46,805
47,806
48,806
49,806
50,811
51,811
52,807
53,810
54,809
55,807
56,809
57,810
58,810
59,807
60,807
61,804
62,808
63,809
64,811
65,810
66,810
67,811
68,808
69,811
70,809
71,810
72,809
73,812
74,809
75,809
76,810
77,809
78,805
79,808
80,810
81,807
82,810
83,813
84,810
85,811
86,813
87,807
88,810
89,813
90,812
91,811
92,810
93,809
94,810
95,808
96,811
97,811
98,809
99,810
