1,844
2,846
3,846
4,847
5,846
6,846
7,846
8,848
9,845
10,848
11,848
12,845
13,847
14,853
15,850
16,848
17,847
18,847
19,848
20,849
21,849
22,851
23,850
24,849
25,851
26,848
27,848
28,851
29,847
30,848
31,848
32,848
33,848
34,850
35,849
36,847
37,846
38,845
39,851
40,848
41,846
42,848
43,851
44,849
45,849
46,852
47,847
48,850
49,848
50,850
51,847
52,845
53,846
54,847
55,849
56,848
57,849
58,847
59,851
60,848
61,848
62,848
63,851
64,849
65,850
66,848
67,849
68,847
69,850
70,845
71,849
72,846
73,849
74,849
75,847
76,851
77,850
78,852
79,847
80,852
81,844
82,845
83,850
84,851
85,848
86,851
87,850
88,849
89,851
90,851
91,849
92,849
93,847
94,850
95,850
96,850
97,850
98,848
99,852
