1,538
2,538
3,538
4,540
5,538
6,540
7,539
8,538
9,538
10,538
11,540
12,539
13,538
14,539
15,539
16,540
17,540
18,539
19,540
20,541
21,540
22,540
23,540
24,541
25,541
26,540
27,541
28,542
29,541
30,540
31,541
32,539
33,540
34,540
35,539
36,540
37,540
38,540
39,541
40,540
41,541
42,540
43,540
44,538
45,541
46,541
47,540
48,541
49,540
50,541
51,540
52,540
53,540
54,540
55,543
56,542
57,540
58,541
59,541
60,540
61,539
62,542
63,541
64,540
65,541
66,541
67,541
68,541
69,541
70,540
71,540
72,542
73,540
74,540
75,541
76,540
77,541
78,541
79,541
80,543
81,540
82,542
83,540
84,537
85,540
86,541
87,542
88,542
89,541
90,541
91,542
92,541
93,541
94,541
95,539
96,541
97,540
98,539
99,541
