1,297
2,299
3,300
4,300
5,299
6,300
7,299
8,299
9,299
10,300
11,299
12,299
13,299
14,299
15,299
16,300
17,299
18,299
19,299
20,299
21,299
22,299
23,299
24,300
25,300
26,300
27,300
28,300
29,300
30,300
31,300
32,301
33,301
34,300
35,301
36,301
37,300
38,301
39,300
40,301
41,301
42,301
43,301
44,301
45,300
46,301
47,301
48,302
49,301
50,302
51,301
52,301
53,301
54,301
55,301
56,301
57,302
58,301
59,301
60,302
61,303
62,301
63,302
64,303
65,302
66,302
67,302
68,302
69,302
70,303
71,301
72,303
73,303
74,302
75,302
76,302
77,302
78,302
79,302
80,303
81,303
82,303
83,302
84,303
85,303
86,303
87,304
88,303
89,303
90,303
91,302
92,303
93,303
94,303
95,303
96,304
97,304
98,304
99,303
