1,805
2,803
3,802
4,804
5,802
6,804
7,805
8,806
9,802
10,806
11,809
12,804
13,810
14,812
15,812
16,809
17,808
18,809
19,805
20,805
21,807
22,812
23,806
24,806
25,804
26,806
27,809
28,805
29,804
30,806
31,805
32,809
33,807
34,807
35,808
36,807
37,807
38,803
39,808
40,809
41,810
42,806
43,808
44,809
45,806
46,809
47,806
48,807
49,807
50,810
51,811
52,807
53,807
54,805
55,807
56,805
57,808
58,807
59,809
60,809
61,805
62,809
63,807
64,808
65,809
66,808
67,807
68,806
69,804
70,803
71,806
72,806
73,807
74,808
75,807
76,806
77,809
78,810
79,812
80,808
81,809
82,807
83,807
84,807
85,803
86,809
87,806
88,811
89,810
90,810
91,808
92,808
93,809
94,807
95,808
96,810
97,809
98,806
99,808
