1,608
2,609
3,612
4,611
5,612
6,614
7,614
8,614
9,614
10,613
11,613
12,614
13,610
14,609
15,610
16,611
17,610
18,610
19,611
20,610
21,611
22,609
23,610
24,611
25,610
26,612
27,611
28,611
29,613
30,612
31,612
32,612
33,610
34,610
35,609
36,609
37,609
38,610
39,609
40,606
41,607
42,607
43,607
44,607
45,607
46,607
47,607
48,609
49,611
50,609
51,610
52,612
53,611
54,611
55,612
56,611
57,612
58,611
59,610
60,611
61,612
62,611
63,613
64,611
65,611
66,609
67,612
68,609
69,610
70,611
71,610
72,610
73,608
74,611
75,612
76,611
77,612
78,611
79,611
80,609
81,610
82,610
83,609
84,610
85,610
86,610
87,609
88,611
89,610
90,611
91,608
92,609
93,610
94,610
95,608
96,610
97,608
98,610
99,610
