1,932
2,929
3,932
4,928
5,935
6,932
7,931
8,929
9,937
10,931
11,931
12,932
13,928
14,933
15,928
16,936
17,930
18,931
19,934
20,937
21,932
22,928
23,935
24,931
25,934
26,931
27,934
28,934
29,935
30,933
31,932
32,933
33,931
34,932
35,934
36,935
37,935
38,933
39,934
40,934
41,937
42,939
43,929
44,936
45,936
46,938
47,935
48,933
49,934
50,933
51,933
52,932
53,933
54,930
55,933
56,936
57,937
58,933
59,937
60,937
61,937
62,935
63,931
64,935
65,934
66,940
67,937
68,938
69,937
70,936
71,935
72,934
73,934
74,935
75,936
76,937
77,933
78,937
79,936
80,933
81,931
82,942
83,935
84,937
85,936
86,937
87,935
88,936
89,933
90,932
91,929
92,937
93,936
94,936
95,941
96,933
97,939
98,936
99,936
