1,972
2,971
3,974
4,976
5,975
6,969
7,974
8,978
9,970
10,973
11,973
12,971
13,973
14,973
15,972
16,976
17,982
18,971
19,973
20,975
21,977
22,976
23,976
24,972
25,973
26,976
27,979
28,975
29,976
30,979
31,976
32,979
33,976
34,975
35,972
36,981
37,971
38,971
39,974
40,974
41,979
42,974
43,971
44,975
45,980
46,978
47,973
48,976
49,973
50,977
51,979
52,981
53,975
54,979
55,974
56,977
57,973
58,980
59,974
60,976
61,977
62,980
63,979
64,977
65,975
66,982
67,976
68,976
69,979
70,977
71,974
72,978
73,974
74,976
75,981
76,972
77,978
78,970
79,974
80,975
81,975
82,978
83,978
84,976
85,976
86,979
87,976
88,977
89,975
90,970
91,977
92,969
93,974
94,979
95,977
96,976
97,977
98,978
99,974
